category,name,slug,logo_file,short_description,short_description_local,description,description_local,address,lat,lng,google_maps_url,google_place_id,phone,email,website,instagram,facebook,opening_hours,hours_source_url,hours_observed_at,google_rating,google_rating_count,rating_observed_at,emergency_24_7,emergency_note,home_visits,specialties,languages_spoken,photo_urls,animals,source_url,observed_at,notes
VET_CLINIC,EuroVet veterinárna ambulancia,eurovet-veterinarna-ambulancia,,"Outpatient veterinary surgery providing diagnostics, hirudotherapy, boarding, and home visits.","Ambulantná veterinárna prax ponúkajúca diagnostiku, hirudoterapiu, hotel a výjazdovú službu.","Veterinary surgery in Petržalka providing medical care for small animals, including diagnostics, routine surgery, hirudotherapy, home visit services, and short-term boarding.",,"Strečnianska 4, 851 05 Bratislava",48.105421,17.104291,,,+421 910 978 234,info@eurovet.sk,http://www.eurovet.sk,,,,,,,,2026-09-25,,,,,,http://www.eurovet.sk/images/img1E.jpg;http://www.eurovet.sk/images/m.jpg;http://www.eurovet.sk/images/mp.jpg,,http://www.eurovet.sk,2026-09-20,docs/concept.md absent; district omitted per instructions; no Google rating: closed or <5 reviews
VET_CLINIC,Veterinárna klinika Planet,veterinarna-klinika-planet,,"Veterinary clinic providing diagnostic imaging, soft-tissue surgery, and healthcare since 2003.","Veterinárna klinika poskytujúca zobrazovaciu diagnostiku, chirurgiu a zdravotnú starostlivosť.","Veterinary clinic located on Popradská street in Podunajské Biskupice, serving pets with medical and surgical care since 2003.",,"Popradská 32, 821 06 Bratislava",48.135679,17.194197,https://maps.google.com/?cid=17050103489021090191,ChIJ5zDhrKWIbEcRjxnAtskinuw,+421 948 910 737,info@klinikaplanet.sk,https://www.klinikaplanet.sk,,,,,,4.6,265,2026-09-25,,,,,,,,https://www.klinikaplanet.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,DermaVet veterinárna ambulancia,dermavet-veterinarna-ambulancia,,Specialized veterinary clinic focused on dermatology and allergic skin disorders in companions.,Špecializovaná ambulancia zameraná na veterinárnu dermatológiu a alergické ochorenia kože zvierat.,"Specialized veterinary clinic in Nové Mesto led by MVDr. Daniela Micháľová, focusing on veterinary dermatology and allergic skin disorders in companion animals.",,"Račianska 75, 831 02 Bratislava",48.171126,17.126552,,,+421 903 511 156,info@dermavet.sk,https://dermavet.sk,,,,,,,,2026-09-25,,,,,,,,https://dermavet.sk,2026-09-20,docs/concept.md absent; district omitted per instructions; no Google rating: specialized clinic with <5 reviews
VET_CLINIC,Veterinárna ambulancia Kocúr,veterinarna-ambulancia-kocur,,"Neighborhood veterinary practice offering health checkups, treatments, and routine vaccinations.","Veterinárna prax poskytujúca bežné vyšetrenia, liečebnú starostlivosť a pravidelné očkovania.","Veterinary practice in the Štrkovec neighborhood of Ružinov on Herlianska street, offering clinical checkups, treatments, and vaccinations for small companion animals.",,"Herlianska 45, 821 03 Bratislava",48.159812,17.155661,https://maps.google.com/?cid=12495950317244915024,ChIJ2e8coNaObEcRUB1QbpuIaq0,+421 903 655 897,,http://www.veterinarkocur.sk,,,,,,4.8,292,2026-09-25,,,,,,http://www.veterinarkocur.sk/ambulancia1.JPG;http://www.veterinarkocur.sk/ambulancia4.JPG;http://www.veterinarkocur.sk/ambulancia5.JPG,,http://www.veterinarkocur.sk,2026-09-20,docs/concept.md absent; district omitted per instructions; email not publicly listed on website
VET_CLINIC,Tvoja Veterina,tvoja-veterina,,"Family veterinary clinic offering comprehensive healthcare, routine surgery, and vaccinations.","Rodinná veterinárna klinika poskytujúca komplexnú starostlivosť, chirurgiu a preventívne očkovanie.","Family veterinary clinic in Karlova Ves offering comprehensive healthcare, vaccinations, surgery, and preventative treatments for dogs and cats.",,"Kempelenova 2, 841 04 Bratislava",48.156902,17.055377,https://maps.google.com/?cid=6092700500138120134,ChIJBcQMYJqLbEcRxtOTCdOejVQ,+421 915 390 806,info@tvojaveterina.sk,https://tvojaveterina.sk,,,,,,4.8,272,2026-09-25,,,,,,https://www.tvojaveterina.sk/uploads/gallery/1/thumbs/center_1_phpSRP4rA;https://www.tvojaveterina.sk/uploads/gallery/1/thumbs/center_2_phpmNN3SG;https://www.tvojaveterina.sk/uploads/gallery/1/thumbs/right_1_phpR45dSu,,https://tvojaveterina.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna ambulancia AHAvet,veterinarna-ambulancia-ahavet,,"General pet healthcare, diagnostic imaging, soft-tissue surgery, and preventative medicine.","Všeobecná starostlivosť o zvieratá, diagnostika, chirurgia mäkkých tkanív a preventívna medicína.","Veterinary clinic in Karlova Ves providing compassionate medical care, diagnostics, soft-tissue surgery, and preventative medicine for domestic pets.",,"Ľudovíta Fullu 7, 841 05 Bratislava",48.153556,17.050283,https://maps.google.com/?cid=13890847067888717291,ChIJQaxPBZeLbEcR643Its8zxsA,+421 2 654 128 98,ahavet.ambulancia@gmail.com,https://www.ahavet.sk,,,,,,4.4,288,2026-09-25,,,,,,https://ahavet.sk/wp-content/uploads/2024/02/domov_hero_klinika.webp,,https://www.ahavet.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna ambulancia Labka,veterinarna-ambulancia-labka,,"Friendly veterinary surgery providing outpatient consultations, vaccinations, and basic medicine.","Veterinárna ambulancia ponúkajúca bežné vyšetrenia, očkovanie a základnú liečebnú starostlivosť.","Veterinary surgery in Petržalka on Osuského street providing basic medical care, consultations, vaccinations, and treatment for companion pets.",,"Ambroseho 11, 851 02 Bratislava",48.116496,17.115338,https://maps.google.com/?cid=4129551532480303195,ChIJB95j-qaJbEcRW5AoTz0dTzk,+421 944 638 753,ordinacia@veterina-labka.sk,http://www.veterina-labka.sk,,,,,,4.9,87,2026-09-25,,,,,,,,http://www.veterina-labka.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna ambulancia Polianky,veterinarna-ambulancia-polianky,,"Outpatient veterinary practice offering preventative examinations, diagnostics, and routine care.","Ambulantná prax ponúkajúca preventívne vyšetrenia, diagnostiku, liečbu a výjazdové ošetrenia.","Veterinary practice on Polianky in Dúbravka operated by MVDr. Katarína Pekárová, offering general health examinations, diagnostics, vaccinations, and routine medical care.",,"Polianky 8, 841 01 Bratislava",48.175309,17.059842,https://maps.google.com/?cid=3869718626719098777,ChIJ69W8DHyMbEcRmedNnpYAtDU,+421 905 320 014,katarinapekarova7@gmail.com,http://www.bratislava-veterinar.sk,,,,,,4.9,122,2026-09-25,,,,,,http://www.bratislava-veterinar.sk/images/design/slide-1.jpg;https://www.bratislava-veterinar.sk/images/box-vet.jpg,,http://www.bratislava-veterinar.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna ambulancia MVDr. Pavol Čech,veterinarna-ambulancia-mvdr-pavol-cech,veterinarna-ambulancia-mvdr-pavol-cech.png,"Holistic veterinary consultations combining conventional medicine, laser therapy, and acupuncture.","Komplexná veterinárna starostlivosť kombinujúca klasickú medicínu, laserovú terapiu a akupunktúru.","Veterinary practice in Lamač led by MVDr. Pavol Čech, providing medical examinations, preventative care, and clinical consultations for small domestic animals.",,"Heyrovského 12, 841 03 Bratislava",48.196654,17.047135,https://maps.google.com/?cid=12826777605545302545,ChIJexsyHuyMbEcREZp250XeAbI,+421 903 463 022,pavolcech@gmail.com,https://veterinalamac.sk,,,,,,4.8,84,2026-09-25,,,,,,,,https://veterinalamac.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna klinika Vrakuňa,veterinarna-klinika-vrakuna,,"Outpatient clinic providing diagnostic consultations, routine soft-tissue surgery, and vaccines.","Ambulantná klinika ponúkajúca diagnostiku, bežné operácie mäkkých tkanív a preventívne očkovania.","Veterinary clinic in Vrakuňa on Hradská street offering outpatient consultations, routine surgery, vaccinations, microchipping, and preventative pet care.",,"Hradská 58, 821 07 Bratislava",48.150844,17.201825,https://maps.google.com/?cid=4298302523635982300,ChIJq4_otf-PbEcR3N98Ml-jpjs,+421 2 45 25 98 31,veterinar@veterinar-vrakuna.sk,http://www.veterinar-vrakuna.sk,,,,,,4.5,160,2026-09-25,,,,,,,,http://www.veterinar-vrakuna.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna ambulancia BHVet,veterinarna-ambulancia-bhvet,,"Veterinary practice providing internal medicine, diagnostic ultrasound, surgery, and vaccinations.","Veterinárna prax poskytujúca internú medicínu, ultrazvukovú diagnostiku, chirurgiu a očkovania.","Veterinary practice on Koľajná street in Rača providing general medical consultations, vaccinations, diagnostics, and preventative care for small animals.",,"Koľajná 27, 831 06 Bratislava",48.208507,17.159511,https://maps.google.com/?cid=13296358578101798467,ChIJt9IfvWmObEcRQ8b5_a0nhrg,+421 2 4488 6606,info@vetambraca.sk,http://www.vetambraca.sk,,,,,,4.7,263,2026-09-25,,,,,,,,http://www.vetambraca.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
VET_CLINIC,Veterinárna poliklinika Jarovce - MVDr. Milan Švihran,veterinarna-poliklinika-jarovce-mvdr-milan-svihran,,"Polyclinic equipped with an in-house lab, radiography, ultrasound, and inhalation anesthesia.","Poliklinika s vlastným laboratóriom, digitálnym RTG, sonografom a inhalačnou anestéziou.","Veterinary polyclinic in Jarovce established by MVDr. Milan Švihran, offering medical examinations, preventative veterinary care, and treatments for domestic animals.",,"Semenárska 36, 851 10 Bratislava",48.066747,17.118774,https://maps.google.com/?cid=8026088566367930641,ChIJ-Ri3GJBibEcREUkv7gZlYm8,+421 2 6286 0040,klinikajarovce@gmail.com,https://veterinar-svihran.sk,,,,,,4.5,51,2026-09-25,,,,,,,,https://veterinar-svihran.sk,2026-09-20,docs/concept.md absent; district omitted per instructions
PET_HOTEL,Petrooms - Hotel pre mačky,petrooms-hotel-pre-macky,,Cage-free cat boarding in individual private rooms with climbing walls.,Bezklietkový hotel pre mačky v samostatných izbičkách s preliezkami.,"Specialized cat hotel in Ružinov offering cage-free accommodation in individual private rooms. Designed to minimize feline stress in a quiet, dedicated environment.",,"Mierová 62, 821 05 Bratislava",48.149359,17.173807,https://maps.google.com/?cid=6958533344006488521,ChIJuXYnF2OJbEcRycE3XzWtkWA,+421 949 250 242,petrooms.sk@gmail.com,https://petrooms.sk,,,,,,5.0,8,2026-09-25,,,,,,https://petrooms.sk/wp-content/uploads/2026/03/66e7d4ecda5b58c7fbf60ab0850207cee72b12d8.jpg,cat,https://petrooms.sk/kontakt/,2026-09-20,Hotel pre mačky s ubytovaním v samostatných izbách
PET_HOTEL,CeziVET - Hotel pre mačky,cezivet-hotel-pre-macky,cezivet-hotel-pre-macky.svg,Quiet feline hotel and clinic with individual rooms and vet supervision.,Kľudný hotel pre mačky s individuálnymi izbami a veterinárnym dohľadom.,Feline-focused veterinary clinic and cat hotel located on Karpatská street in Staré Mesto. Provides peaceful boarding with professional veterinary oversight on site.,,"Karpatská 13, 811 05 Bratislava",48.158071,17.113552,https://maps.google.com/?cid=13945474857314467900,ChIJx9PvYAeJbEcRPMBeFn9HiME,+421 948 941 388,cezivet@gmail.com,https://www.cezivet.sk,,,,,,4.9,90,2026-09-25,,,,,,https://www.cezivet.sk/_astro/cezar.B1DzCgG8_Z19aVH2.jpg;https://www.cezivet.sk/_astro/zvierata.UGhcR3Yx_2dJSEM.png,cat,https://www.cezivet.sk/hotel-pre-macky/,2026-09-20,Felínna veterinárna ambulancia s hotelom pre mačky v Starom Meste
PET_HOTEL,Salón a hotel pre psov Havko,salon-a-hotel-pre-psov-havko,,"Year-round indoor dog hotel, daycare, and full coat grooming services.","Celoročný interiérový hotel pre psov, denná škôlka a úprava srsti.","Dog hotel and salon in Podunajské Biskupice operating since 2011. Offers year-round indoor boarding for dogs of all breeds, daycare, and full grooming services.",,"Jegenešská 11273/3, 821 06 Bratislava",48.118238,17.212239,https://maps.google.com/?cid=8154006210408458313,ChIJYbNbpjuGbEcRSai5U3LZKHE,+421 905 162 866,salonhavko@gmail.com,https://salonhavko.sk,,,,,,4.5,29,2026-09-25,,,,,,https://salonhavko.sk/ws/media-library/ffedb88795f6ee7a01135bf704715530/pes-v-pelechu.png;https://salonhavko.sk/ws/media-library/9131b2a2e39f1f30d55cdc03ac4ff55a/e8a043_75e58c7a6a8a48b88432be68bb8647d0mv2-1.jpg,dog,https://salonhavko.sk,2026-09-20,"Celoročné ubytovanie, škôlka a salón pre psov"
PET_HOTEL,DogHotel,doghotel,doghotel.png,Low-capacity home dog hotel and daycare with personalized care and walks.,Komorný domáci psí hotel a denná škôlka s individuálnou starostlivosťou.,"Boutique low-capacity dog hotel in Ružinov providing supervised boarding, daycare, and obedience training in a calm home environment.",,"Ivanská cesta 89, 821 04 Bratislava",48.168142,17.190476,https://maps.google.com/?cid=8727276931312282295,ChIJucDOyv6PbEcRt2pUQyGEHXk,+421 905 124 325,info@doghotel.sk,https://www.doghotel.sk,,,,,,4.9,155,2026-09-25,,,,,,https://www.doghotel.sk/wp-content/uploads/2025/02/DOGHOTEL-FB-4.png;https://www.doghotel.sk/wp-content/uploads/2025/02/DOGHOTEL-FB-5.png,dog,https://www.doghotel.sk,2026-09-20,Nízkokapacitný hotel pre psov s kynologickým dohľadom a výcvikom
PET_HOTEL,DEWEN Dog Hotel,dewen-dog-hotel,,"Cage-free dog boarding with large outdoor runs, basic training, and daycare.","Bezklietkový psí hotel s veľkými výbehmi, základným výcvikom a škôlkou.","Family-run dog hotel providing kennel-free boarding for small and medium dog breeds in a natural environment. Services include basic training, reconditioning stays, and pet transport.",,"Mlynská cesta (Devínske jazero), 841 07 Bratislava",48.158232,17.076545,https://maps.google.com/?cid=9348904286936866394,ChIJfQHs8XTybEcRWp7_ler6vYE,+421 917 661 765,doghotel@dewen.sk,http://www.dewen.sk,,,,,,4.5,117,2026-09-25,,,,,,,dog,http://www.dewen.sk/kontakt.htm,2026-09-20,"Hotel a škôlka pre psov rodinného typu bez kotercov v prírodnom prostredí (GPS: 48.262218, 16.964697); presný mestský obvod neistý, adresa v okolí Devínskeho jazera"
PET_HOTEL,Dunčovňa,duncovna,duncovna.png,Cage-free dog daycare and hotel with structured daily activities and walks.,Bezklietková psia škôlka a hotel so štruktúrovaným programom a prechádzkami.,"Daycare and cage-free overnight dog hotel in Ružinov with a maximum capacity of 20 dogs. Offers personalized attention, structured daily schedules, and supervised play.",,"Hrachová 41, 821 05 Bratislava",48.145182,17.182553,https://maps.google.com/?cid=17357389964202900960,ChIJWWvxCg2PbEcR4H0-hDXW4fA,+421 908 893 398,duncovna@gmail.com,https://www.duncovna.sk,,,,,,4.7,184,2026-09-25,,,,,,,dog,https://www.duncovna.sk,2026-09-20,Denná škôlka a nočný bezklietkový psí hotel v Ružinove
PET_HOTEL,TLAPKY - Zvieracia družina,tlapky-zvieracia-druzina,tlapky-zvieracia-druzina.png,Family home dog hotel and daycare with a large fenced garden and play.,Rodinný hotel a denná škôlka pre psy s oplotenou záhradou a voľným výbehom.,"Dog hotel and daycare based in a family home with a fenced garden in Vrakuňa. Focuses on socialization, active outdoor play, and attentive personal care.",,"Výtvarná 15, 821 06 Bratislava",48.133573,17.218204,https://maps.google.com/?cid=14091497069826451764,ChIJLWYkbRCGbEcRNKl20OwNj8M,+421 948 733 073,zvieraciadruzina@gmail.com,https://www.tlapky.sk,,,,,,4.9,139,2026-09-25,,,,,,,dog,https://www.tlapky.sk,2026-09-20,Psí hotel a škôlka v rodinnom dome s oplotenou záhradou
PET_HOTEL,Dogtrainer – Peter Peller,dogtrainer-peter-peller,dogtrainer-peter-peller.png,Dog boarding combined with obedience training and problem behavior coaching.,Ubytovanie psov spojené s výcvikom poslušnosti a nápravou správania.,"Cynological training center and dog boarding facility in Ružinov. Provides professional obedience training, problem behavior modification, and hotel boarding.",,"Sabinovská 5, 821 02 Bratislava",48.161942,17.147856,,,+421 948 262 713,bratislava@dogtrainer.sk,https://www.dogtrainer.sk,,,,,,,,2026-09-25,,,,,,https://www.dogtrainer.sk/wp-content/uploads/2024/05/Krmenie-hygiena.webp;https://www.dogtrainer.sk/wp-content/uploads/2024/06/Hierarchia-1.webp;https://www.dogtrainer.sk/wp-content/uploads/2024/06/Problemove-spravanie-Image.webp;https://www.dogtrainer.sk/wp-content/uploads/2024/06/Poslusnost-1.webp,dog,https://www.dogtrainer.sk,2026-09-20,Kynologické centrum s ponukou výcviku a hotelového ubytovania pre psov; no Google rating: <5 reviews
PET_HOTEL,PohoDOG Team,pohodog-team,pohodog-team.png,Individual dog boarding accommodating pets from only one family at a time.,"Individuálny domáci hotel pre psov, naraz len pre psíkov z jednej rodiny.","Home-style dog boarding and daycare service in Karlova Ves. Features cage-free family environment, training support, and dog walking in small groups.",,"Janotova 14, 841 04 Bratislava",48.150273,17.057171,https://maps.google.com/?cid=9006780008913887297,ChIJh9eoMwCLbEcRQeBmubKC_nw,+421 903 371 151,info@pohodog.sk,https://www.pohodog.sk,,,,,,5.0,12,2026-09-25,,,,,,https://www.pohodog.sk/wp-content/uploads/2024/01/FB_IMG_1704711384903-768x1024.jpg;https://www.pohodog.sk/wp-content/uploads/2024/02/trio1.jpeg,dog,https://www.pohodog.sk/kontakt/,2026-09-20,Domáci psí hotel a škôlka v Karlovej Vsi a Vlčom hrdle
PET_HOTEL,Zvieratkovo Rača,zvieratkovo-raca,zvieratkovo-raca.png,Cage-free family house boarding and garden runs for dogs and cats.,Bezklietkové rodinné ubytovanie psov a mačiek v dome so záhradou.,Private cage-free pet hotel in Rača set in a family home with a garden. Accommodates both dogs and cats with individual attention in a comfortable home setting.,,"Mrázová 16, 831 06 Bratislava",48.204093,17.152434,https://maps.google.com/?cid=4441253094811316956,ChIJgc8Nd2aObEcR3DLVsSiAoj0,+421 905 589 956,sona@zvieratkovoraca.sk,https://www.zvieratkovo-raca.sk,,,,,,4.8,101,2026-09-25,,,,,,,dog;cat,https://www.zvieratkovo-raca.sk/kontakt/,2026-09-20,Privátny bezklietkový hotel pre psy a mačky v rodinnom dome so záhradou
PET_HOTEL,Ako doma - Hotel pre psov,ako-doma-hotel-pre-psov,,Cozy home boarding in an apartment exclusively for small dogs up to 5 kg.,Útulné domáce opatrovanie v byte výhradne pre malé psy do 5 kg.,Pet hotel in Petržalka catering exclusively to small dog breeds up to 5 kg. Provides cage-free home boarding in a quiet apartment setting.,,"Petržalka, Bratislava",48.110972,17.11129,,,+421 903 947 371,ako-doma@ako-doma.sk,http://ako-doma.sk,,,,,,,,2026-09-25,,,,,,https://ako-doma.sk/wp-content/uploads/2014/03/magduska-200x200.jpg;https://ako-doma.sk/wp-content/uploads/2014/03/18033864_1556106501090119_8402035280519334224_n-200x200.jpg,dog,http://ako-doma.sk,2026-09-20,Hotel pre psov malých plemien do 5 kg v domácom prostredí v Petržalke; no Google rating: home boarding without separate card (<5 reviews)
PET_SITTING,Opatrovanie mačiek Bratislava (Adriana Tanková),opatrovanie-maciek-bratislava-adriana-tankova,,In-home cat sitting and feeding visits across the city during owners' absence.,Opatrovanie a kŕmenie mačiek priamo v ich domácom prostredí počas neprítomnosti.,"Professional in-home cat sitting service across Bratislava by Adriana Tanková. Provides home visits, feeding, playtime, and medication administration to keep cats comfortable in their familiar environment.",,Bratislava (výjazdové opatrovanie u klienta doma),,,,,+421 944 222 436,adriana.tankova@gmail.com,https://opatrovaniemaciek.sk,,,,,,,,2026-09-25,,,,,,https://opatrovaniemaciek.sk/wp-content/uploads/2020/06/slide3.jpg;https://opatrovaniemaciek.sk/wp-content/uploads/2021/06/cat8.jpg;https://opatrovaniemaciek.sk/wp-content/uploads/2021/06/cat7.jpg,cat,https://opatrovaniemaciek.sk,2026-09-20,"Profesionálne opatrovanie a návštevy mačiek priamo v domácnosti majiteľa v Bratislave; výjazdová služba bez fixného sídla, district neurčený zámerne; no Google rating: mobile service without separate card"
PET_SITTING,Petme Bratislava,petme-bratislava,petme-bratislava.svg,Online platform connecting pet owners with verified local sitters and dog walkers.,Online platforma spájajúca majiteľov zvierat s overenými opatrovateľmi a venčiarmi.,Online platform connecting pet owners with verified local pet sitters for dog walking and pet sitting across Bratislava. Operates with transparent pricing and included protection plans.,,Bratislava (pokrýva všetky mestské časti),,,,,,support@petme.social,https://petme.social,,,,,,,,2026-09-25,,,,,,,dog;cat,https://petme.social,2026-09-20,"Platforma sprostredkujúca overených opatrovateľov na venčenie psov a návštevy zvierat doma v Bratislave; pokrýva celé mesto, district neurčený zámerne, lat/lng zámerne prázdne (bez fixného sídla); no Google rating: mobile platform without separate card"
PET_SITTING,PohoDOG Team – Venčenie a opatrovanie na doma,pohodog-team-vencenie-a-opatrovanie-na-doma,pohodog-team.png,"Dog walking, home boarding and obedience training in a calm family environment.","Venčenie, domáce stráženie a výcvik psov v pokojnom rodinnom prostredí.",Individual dog walking and in-home pet sitting service in Karlova Ves and across Bratislava. Provided by experienced cynology trainers in a stress-free home format.,,"Janotova 14, 841 04 Bratislava",48.150273,17.057171,https://maps.google.com/?cid=9006780008913887297,ChIJh9eoMwCLbEcRQeBmubKC_nw,+421 903 371 151,info@pohodog.sk,https://www.pohodog.sk,,,,,,5.0,12,2026-09-25,,,,,,https://www.pohodog.sk/wp-content/uploads/2024/01/FB_IMG_1704711384903-768x1024.jpg;https://www.pohodog.sk/wp-content/uploads/2024/02/trio1.jpeg,dog,https://www.pohodog.sk,2026-09-20,Služby individuálneho venčenia a domáceho stráženia psov v Bratislave (Karlova Ves a Vlčie hrdlo)
PET_SITTING,Zvieratkovo Rača – Opatrovanie doma,zvieratkovo-raca-opatrovanie-doma,zvieratkovo-raca.png,"Cage-free in-home boarding, daycare and mobile pet sitting visits for dogs and cats.","Domáce stráženie bez kotercov, denná škôlka a výjazdová opatera psov i mačiek.","Mobile in-home pet sitting service based in Rača. Provides home visits, feeding, and care for dogs and cats directly at the owner's residence.",,"Mrázová 16, 831 06 Bratislava",48.204093,17.152434,https://maps.google.com/?cid=4441253094811316956,ChIJgc8Nd2aObEcR3DLVsSiAoj0,+421 905 589 956,sona@zvieratkovoraca.sk,https://www.zvieratkovo-raca.sk,,,,,,4.8,85,2026-09-25,,,,,,,dog;cat,https://www.zvieratkovo-raca.sk,2026-09-20,Výjazdové opatrovanie psov a mačiek priamo u majiteľa doma v Bratislave
DOG_TRAINING,Doggie – Výcviková škola,doggie-vycvikova-skola,,"Dog training school offering puppy socialization, obedience and problem behavior consults.","Výcviková škola pre psov ponúkajúca výchovu šteniat, poslušnosť a nápravu správania.","Dog training school in Staré Mesto founded by Juraj Ferko. Offers obedience courses from puppyhood to adulthood, socialization classes, and individual in-home training.",,"Pod Vinicami 21, 811 02 Bratislava",48.145167,17.07981,,,+421 902 244 244,doggie@doggie.sk,https://doggie.sk,,,,,,,,2026-09-25,,,,,,https://doggie.sk/wp-content/uploads/2026/07/obrazok-cviciska-na-hlavnej-stranke-doggie.png,dog,https://doggie.sk,2026-09-20,"Rodinná výcviková škola (kurzy poslušnosti, socializácia, individuálne tréningy v Bratislave); no Google rating: <5 reviews"
DOG_TRAINING,ERPOL – Výcvik psov Bratislava,erpol-vycvik-psov-bratislava,,Urban dog obedience courses and puppy education conducted directly in real city settings.,Výcvik základnej poslušnosti a výchova šteniat v reálnom mestskom prostredí bez nátlaku.,"Dog training center in Dúbravka specializing in urban dog education and obedience in real city environments. Conducts puppy classes, basic obedience, and individual handling sessions.",,"Lipského 15, 841 01 Bratislava",48.180644,17.051078,,,+421 902 910 700,info@psivycvik.sk,https://psivycvik.sk,,,,,,,,2026-09-25,,,,,,,dog,https://psivycvik.sk,2026-09-20,Výchova a výcvik mestských psov v reálnom mestskom prostredí; no Google rating: <5 reviews
DOG_TRAINING,Športový klub policajnej kynológie (ŠKPK),sportovy-klub-policajnej-kynologie-skpk,,"Cynological training center offering puppy socialization, obedience and sports dog training.","Kynologické stredisko ponúkajúce výchovu šteniat, poslušnosť a športový výcvik psov.",Cynological training center in Dúbravka offering structured dog training for all breeds. Courses range from puppy socialization to advanced obedience and sports cynology.,,"Agátová 10/A, 841 01 Bratislava",48.202915,17.028003,https://maps.google.com/?cid=12303783600333745661,ChIJveCEY5qMbEcR_W0rC__Rv6o,+421 917 173 665,fero69@cvicimepsov.sk,https://www.cvicimepsov.sk,,,,,,4.6,35,2026-09-25,,,,,,https://cvicimepsov.sk/wp-content/uploads/2026/02/Hero.jpg;https://cvicimepsov.sk/wp-content/uploads/2026/02/slider-basic1-edited.jpg;https://cvicimepsov.sk/wp-content/uploads/2026/02/slider-advanced1.jpg,dog,https://www.cvicimepsov.sk,2026-09-20,"Kynologické výcvikové stredisko v Dúbravke (kurzy pre šteňatá, poslušnosť, obrana)"
DOG_TRAINING,Kynologický klub Staré ihrisko (KKSI),kynologicky-klub-stare-ihrisko-kksi,kynologicky-klub-stare-ihrisko-kksi.png,"Dog training club offering basic obedience, puppy training, tracking and rally obedience.","Kynologický klub ponúkajúci kurzy základnej poslušnosti, stopy a rally obedience.",Dog training club and training ground in Rača organizing regular obedience classes and rally obedience courses for dogs of all breeds.,,"Príjazdná 18, 831 07 Bratislava",48.196302,17.208854,https://maps.google.com/?cid=6522163633427099479,ChIJP3OSjUCObEcRV69kyURhg1o,+421 905 700 968,vycvik@kksi.sk,http://www.kksi.sk,,,,,,4.7,14,2026-09-25,,,,,,,dog,http://www.kksi.sk,2026-09-20,"Kynologické cvičisko a klub v Rači (kurzy základnej poslušnosti, športová kynológia, rally obedience)"
DOG_TRAINING,Klub športovej kynológie 1 (KŠK 1),klub-sportovej-kynologie-1-ksk-1,,Sports cynology and basic dog obedience training center with tracking and defense work.,"Klub športovej kynológie so zameraním na základnú poslušnosť, pachové práce a obranu.","Cynological sports club based in Devínska Nová Ves. Focuses on basic and advanced dog training, defense, tracking, and sports cynology preparation.",,"Vápencová ulica, 841 07 Bratislava",48.214579,16.976841,,,+421 910 954 417,v.barbirikova@gmail.com,https://ksk1.eu,,,,,,,,2026-09-25,,,,,,https://www.ksk1.eu/wp-content/uploads/2022/10/IMG3H.webp;https://www.ksk1.eu/wp-content/uploads/2022/10/IMG4H.webp;https://www.ksk1.eu/wp-content/uploads/2022/10/IMG5H.webp;https://www.ksk1.eu/wp-content/uploads/2022/10/IMG6H.webp,dog,https://ksk1.eu,2026-09-20,Cvičisko a kynologický klub v Devínskej Novej Vsi (základná poslušnosť a športová kynológia); no Google rating: <5 reviews
DOG_TRAINING,Kynologický klub Lamač,kynologicky-klub-lamac,,Dog training grounds offering playful puppy courses and basic obedience classes.,Kynologické cvičisko ponúkajúce hravé kurzy pre šteniatka a výcvik základnej poslušnosti.,"Dog training facility in Lamač operating since 2004. Offers playful puppy courses, basic obedience classes, and problem behavior rehabilitation.",,"Bakošova 4549/46, 841 03 Bratislava",48.200536,17.046587,,,+421 905 345 675,,https://www.vycvikpsovbratislava.sk,,,,,,,,2026-09-25,,,,,,https://www.vycvikpsovbratislava.sk/wp-content/uploads/2023/01/slider2.webp,dog,https://www.vycvikpsovbratislava.sk,2026-09-20,Kynologické cvičisko v Lamači (kurzy poslušnosti a športový výcvik); no Google rating: <5 reviews
